500	157200
600	102700
700	120200
800	182400
900	239700
1000	186100
1100	200100
1200	223000
1300	266000
1400	325100
1500	350300
1600	470400
1700	387900
1800	486400
1900	676500
2000	535200
2100	414500
2200	624600
2300	412200
2400	418000
2500	453800
2600	445300
2700	492100
2800	557300
2900	540900
3000	543100
3100	967800
3200	990100
3300	1020000
3400	904900
3500	1018900
3600	1075300
3700	1140600
3800	839700
3900	1043300
4000	1083300
4100	1206200
4200	820100
4300	855200
4400	867600
4500	871000
4600	996500
4700	890600
4800	932300
4900	951100
5000	987300
5100	989000
5200	1040900
5300	1072000
5400	1106200
5500	1117100
5600	1157100
5700	1193100
5800	1203600
5900	1265300
6000	1239500
6100	1748200
6200	1649000
6300	1514600
6400	1592800
6500	1590400
6600	1543100
6700	1438300
6800	1576100
6900	1425000
7000	1482100
7100	1584500
7200	1541600
7300	1551900
7400	1595100
7500	1625500
7600	1613700
7700	1614600
7800	1845600
7900	1815300
8000	2049100
8100	1734500
8200	1736400
8300	1775700
8400	1808800
8500	1814000
8600	1817300
8700	1831600
8800	2086300
8900	2832400
9000	3065400
9100	1904000
9200	1947900
9300	1992300
9400	2031900
9500	2287900
9600	2048300
9700	2123400
9800	2121000
9900	2173500
10000	2146000
