500	515200
600	465500
700	510300
800	596700
900	563200
1000	952300
1100	831200
1200	765900
1300	831700
1400	1480200
1500	1658400
1600	1572300
1700	921200
1800	1057100
1900	1081400
2000	1173200
2100	1264000
2200	1385100
2300	1278000
2400	1397900
2500	1146900
2600	1199700
2700	1278800
2800	1487300
2900	1651800
3000	1110800
3100	1117500
3200	1519900
3300	1688700
3400	1979200
3500	1306000
3600	1798600
3700	1610500
3800	1414300
3900	1580300
4000	1714900
4100	1994700
4200	1478200
4300	2337100
4400	2095000
4500	1901500
4600	2042400
4700	1889100
4800	2085900
4900	2123400
5000	2373200
5100	2642400
5200	2531600
5300	2368600
5400	2332300
5500	2314000
5600	2028800
5700	2162700
5800	1976700
5900	2057100
6000	2107400
6100	2129000
6200	2209500
6300	2393100
6400	3274900
6500	3498900
6600	2362200
6700	2305300
6800	2540900
6900	2413600
7000	3408800
7100	3297100
7200	3328200
7300	3049400
7400	2958100
7500	3196500
7600	2634100
7700	2577800
7800	2709100
7900	2745000
8000	2765600
8100	3542400
8200	3694100
8300	3349100
8400	3296400
8500	3621300
8600	3070200
8700	3033400
8800	3220500
8900	3119100
9000	3925700
9100	5051000
9200	4147300
9300	4025800
9400	3990800
9500	3454100
9600	3431900
9700	3388500
9800	3521800
9900	3448900
10000	3477500
