500	150200
600	106600
700	126400
800	147100
900	164400
1000	185400
1100	213400
1200	294600
1300	244800
1400	260800
1500	299800
1600	318300
1700	350600
1800	389400
1900	375500
2000	409600
2100	406700
2200	449100
2300	491300
2400	556400
2500	560400
2600	546700
2700	548900
2800	589600
2900	608800
3000	689200
3100	660700
3200	697500
3300	756300
3400	733900
3500	799300
3600	737300
3700	778700
3800	793300
3900	796300
4000	816000
4100	839000
4200	869200
4300	902500
4400	912400
4500	943400
4600	1091200
4700	1033600
4800	1030800
4900	1031100
5000	1065300
5100	1125100
5200	1158500
5300	1120300
5400	1164400
5500	1191500
5600	1271200
5700	1238300
5800	1234200
5900	1509300
6000	1296600
6100	1337800
6200	1326800
6300	1447600
6400	1361300
6500	1381800
6600	1436500
6700	1459500
6800	1515000
6900	1499100
7000	1614200
7100	1590600
7200	1557200
7300	1649400
7400	1568800
7500	1731600
7600	1657600
7700	1687700
7800	1699000
7900	1804500
8000	1771500
8100	1737500
8200	1804800
8300	1779000
8400	1891200
8500	1944000
8600	1866000
8700	1984000
8800	2044700
8900	1996700
9000	2012600
9100	1980800
9200	2077800
9300	2216200
9400	2194600
9500	2187700
9600	2130100
9700	2114500
9800	2144400
9900	2166500
10000	2249800
